Numero de documentos (preguntas) del corpus : 997
Numero de palabras del corpus: 2033
Palabra: 0 Frec: 14 LogProb: -7.007057480055999
Palabra: 00 Frec: 0 LogProb: -9.715107681158209
Palabra: 000 Frec: 1 LogProb: -9.021960500598263
Palabra: 0000 Frec: 0 LogProb: -9.715107681158209
Palabra: 00237 Frec: 0 LogProb: -9.715107681158209
Palabra: 004 Frec: 0 LogProb: -9.715107681158209
Palabra: 00600 Frec: 0 LogProb: -9.715107681158209
Palabra: 009 Frec: 0 LogProb: -9.715107681158209
Palabra: 00936 Frec: 0 LogProb: -9.715107681158209
Palabra: 01 Frec: 0 LogProb: -9.715107681158209
Palabra: 01031 Frec: 0 LogProb: -9.715107681158209
Palabra: 01654 Frec: 0 LogProb: -9.715107681158209
Palabra: 01722 Frec: 0 LogProb: -9.715107681158209
Palabra: 01775 Frec: 0 LogProb: -9.715107681158209
Palabra: 01830 Frec: 0 LogProb: -9.715107681158209
Palabra: 02 Frec: 0 LogProb: -9.715107681158209
Palabra: 02287e Frec: 0 LogProb: -9.715107681158209
Palabra: 03 Frec: 0 LogProb: -9.715107681158209
Palabra: 04 Frec: 0 LogProb: -9.715107681158209
Palabra: 047 Frec: 0 LogProb: -9.715107681158209
Palabra: 05 Frec: 0 LogProb: -9.715107681158209
Palabra: 07 Frec: 0 LogProb: -9.715107681158209
Palabra: 08 Frec: 0 LogProb: -9.715107681158209
Palabra: 08177 Frec: 0 LogProb: -9.715107681158209
Palabra: 09 Frec: 0 LogProb: -9.715107681158209
Palabra: 0M4 Frec: 0 LogProb: -9.715107681158209
Palabra: 0b Frec: 1 LogProb: -9.021960500598263
Palabra: 0kb Frec: 0 LogProb: -9.715107681158209
Palabra: 0s Frec: 0 LogProb: -9.715107681158209
Palabra: 0x123456789 Frec: 0 LogProb: -9.715107681158209
Palabra: 0x18a15e0 Frec: 0 LogProb: -9.715107681158209
Palabra: 0x80000022 Frec: 0 LogProb: -9.715107681158209
Palabra: 0x80004005 Frec: 0 LogProb: -9.715107681158209
Palabra: 0x8004D024 Frec: 0 LogProb: -9.715107681158209
Palabra: 0x800A03EC Frec: 0 LogProb: -9.715107681158209
Palabra: 0x800a03ec Frec: 0 LogProb: -9.715107681158209
Palabra: 1 Frec: 17 LogProb: -6.824735923262045
Palabra: 10 Frec: 1 LogProb: -9.021960500598263
Palabra: 100 Frec: 0 LogProb: -9.715107681158209
